athlete_display_name,team_name,game_date,minutes,points,rebounds,assists,steals,blocks,turnovers,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,team_winner,home_away,fg_pct,three_pt_pct,ft_pct
Julie Vanloo,Sparks,2025-08-26,9.0,0.0,0,1,0,0,0,0,1,0,1,0.0,0,False,home,0.0,0.0,0.625
Rae Burrell,Sparks,2025-08-26,23.0,9.0,5,0,1,1,2,4,11,0,3,1.0,1,False,home,0.36363636363636365,0.0,1.0
Emma Cannon,Sparks,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.47648809523809527,0.34259259259259256,0.6818181818181818
Sania Feagin,Sparks,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.2916666666666667,0.0,0.0
Alissa Pili,Sparks,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3966666666666666,0.35714285714285715,0.8333333333333334
Sarah Ashlee Barker,Sparks,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3520812520812522,0.32608695652173914,0.725
Nneka Ogwumike,Storm,2025-08-26,26.0,17.0,2,0,1,0,2,7,11,2,2,1.0,2,False,away,0.6363636363636364,1.0,0.5
Gabby Williams,Storm,2025-08-26,18.0,2.0,1,1,1,0,1,1,5,0,1,0.0,0,False,away,0.2,0.0,0.8827160493827161
Ezi Magbegor,Storm,2025-08-26,23.0,8.0,2,2,0,3,1,4,7,0,2,0.0,1,False,away,0.5714285714285714,0.0,0.0
Skylar Diggins,Storm,2025-08-26,25.0,6.0,1,8,0,4,4,1,3,0,1,4.0,4,False,away,0.3333333333333333,0.0,1.0
Brittney Sykes,Storm,2025-08-26,27.0,12.0,3,3,0,0,3,4,8,0,2,4.0,6,False,away,0.5,0.0,0.6666666666666666
Mackenzie Holmes,Storm,2025-08-26,6.0,4.0,1,0,3,0,0,2,2,0,0,0.0,0,False,away,1.0,0.0,0.0
Dominique Malonga,Storm,2025-08-26,24.0,8.0,6,2,0,2,1,4,10,0,1,0.0,0,False,away,0.4,0.0,0.573051948051948
Erica Wheeler,Storm,2025-08-26,22.0,6.0,3,1,0,0,0,2,10,2,6,0.0,0,False,away,0.2,0.3333333333333333,0.8895833333333334
Tiffany Mitchell,Storm,2025-08-26,17.0,5.0,1,0,0,0,0,1,2,1,1,2.0,2,False,away,0.5,1.0,1.0
Lexie Brown,Storm,2025-08-26,6.0,2.0,0,3,1,0,0,1,1,0,0,0.0,0,False,away,1.0,0.2688888888888889,0.6666666666666666
Zia Cooke,Storm,2025-08-26,5.0,5.0,1,1,0,0,1,2,2,1,1,0.0,0,False,away,1.0,1.0,0.675
Katie Lou Samuelson,Storm,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.0,0.0,0.0
Natasha Howard,Fever,2025-08-26,22.0,6.0,5,6,1,1,1,2,4,0,0,2.0,2,True,home,0.5,0.15,1.0
Aliyah Boston,Fever,2025-08-26,27.0,27.0,9,3,2,0,1,10,18,1,2,6.0,9,True,home,0.5555555555555556,0.5,0.6666666666666666
Odyssey Sims,Fever,2025-08-26,28.0,22.0,3,6,1,0,2,8,14,3,4,3.0,4,True,home,0.5714285714285714,0.75,0.75
Kelsey Mitchell,Fever,2025-08-26,30.0,21.0,0,2,1,0,2,8,15,2,4,3.0,3,True,home,0.5333333333333333,0.5,1.0
Lexie Hull,Fever,2025-08-26,23.0,5.0,9,1,1,0,1,2,3,1,1,0.0,0,True,home,0.6666666666666666,1.0,0.7499999999999999
Damiris Dantas,Fever,2025-08-26,13.0,4.0,2,1,0,0,2,2,6,0,3,0.0,0,True,home,0.3333333333333333,0.0,0.8888888888888888
Brianna Turner,Fever,2025-08-26,18.0,4.0,4,1,0,1,0,1,3,0,0,2.0,2,True,home,0.3333333333333333,0.0,1.0
Makayla Timpson,Fever,2025-08-26,4.0,2.0,0,0,0,0,0,1,1,0,0,0.0,0,True,home,1.0,0.0,0.6666666666666666
Shey Peddy,Fever,2025-08-26,15.0,2.0,1,1,0,0,0,1,4,0,3,0.0,0,True,home,0.25,0.0,0.90625
Aerial Powers,Fever,2025-08-26,20.0,2.0,9,1,1,0,2,1,3,0,0,0.0,0,True,home,0.3333333333333333,0.21999999999999997,0.6439393939393939
Chloe Bibby,Fever,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.29819624819624824,0.37912087912087905,0.9333333333333332
Sydney Colson,Fever,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.310989010989011,0.23478260869565218,0.8888888888888888
Sophie Cunningham,Fever,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4353558627752176,0.3923963133640553,0.8771929824561402
Aari McDonald,Fever,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.44086759801045516,0.2835714285714286,0.7999999999999999
Caitlin Clark,Fever,2025-08-26,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.3615432079232984,0.25957375957375955,0.8181818181818182
NaLyssa Smith,Aces,2025-08-25,28.0,10.0,3,0,0,2,1,4,7,0,0,2.0,2,True,away,0.5714285714285714,0.24,1.0
Kierstan Bell,Aces,2025-08-25,7.0,2.0,0,0,0,1,0,1,4,0,2,0.0,0,True,away,0.25,0.0,0.75
A'ja Wilson,Aces,2025-08-25,35.0,18.0,9,3,1,2,4,7,18,1,2,3.0,4,True,away,0.3888888888888889,0.5,0.75
Chelsea Gray,Aces,2025-08-25,36.0,14.0,4,7,1,0,4,5,10,4,5,0.0,0,True,away,0.5,0.8,0.8957801006581495
Jackie Young,Aces,2025-08-25,35.0,22.0,3,7,3,2,2,9,13,4,6,0.0,1,True,away,0.6923076923076923,0.6666666666666666,0.0
Cheyenne Parker-Tyus,Aces,2025-08-25,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3714285714285714,0.4,0.8125
Megan Gustafson,Aces,2025-08-25,10.0,3.0,1,1,0,0,0,1,2,1,2,0.0,0,True,away,0.5,0.5,0.5166666666666667
Jewell Loyd,Aces,2025-08-25,29.0,2.0,2,1,3,1,0,0,5,0,4,2.0,2,True,away,0.0,0.0,1.0
Dana Evans,Aces,2025-08-25,18.0,8.0,2,1,1,0,1,3,8,1,2,1.0,1,True,away,0.375,0.5,1.0
Aaliyah Nye,Aces,2025-08-25,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.298234126984127,0.24211711711711714,0.84375
Kiah Stokes,Aces,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3108843537414966,0.14705882352941177,0.625
Michaela Onyenwere,Sky,2025-08-25,23.0,5.0,0,1,0,0,3,2,3,1,1,0.0,0,False,home,0.6666666666666666,1.0,0.8559523809523809
Angel Reese,Sky,2025-08-25,37.0,10.0,17,4,3,1,3,3,10,0,0,4.0,6,False,home,0.3,0.15555555555555553,0.6666666666666666
Kamilla Cardoso,Sky,2025-08-25,26.0,19.0,10,2,0,1,3,6,12,0,0,7.0,7,False,home,0.5,0.5,1.0
Rachel Banham,Sky,2025-08-25,26.0,3.0,3,3,0,1,1,1,8,1,7,0.0,1,False,home,0.125,0.14285714285714285,0.0
Ariel Atkins,Sky,2025-08-25,34.0,30.0,4,7,0,1,3,10,18,3,5,7.0,7,False,home,0.5555555555555556,0.6,1.0
Elizabeth Williams,Sky,2025-08-25,16.0,6.0,5,0,0,0,2,3,3,0,0,0.0,0,False,home,1.0,0.0,0.6798076923076923
Rebecca Allen,Sky,2025-08-25,9.0,0.0,1,0,1,0,1,0,1,0,0,0.0,0,False,home,0.0,0.306328320802005,0.5966666666666667
Kia Nurse,Sky,2025-08-25,20.0,1.0,1,2,0,0,0,0,7,0,4,1.0,2,False,home,0.0,0.0,0.5
Hailey Van Lith,Sky,2025-08-25,4.0,0.0,0,1,0,0,0,0,1,0,0,0.0,0,False,home,0.0,0.1568627450980392,0.7651515151515151
Sevgi Uzun,Sky,2025-08-25,6.0,0.0,1,0,0,0,2,0,2,0,1,0.0,0,False,home,0.0,0.0,0.6785714285714286
Maddy Westbeld,Sky,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3635783298826777,0.33666666666666667,0.8333333333333334
Courtney Vandersloot,Sky,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.5079143079143079,0.3,0.8933333333333333
Aneesah Morrow,Sun,2025-08-25,26.0,18.0,15,0,0,0,1,6,11,3,3,3.0,4,False,away,0.5454545454545454,1.0,0.75
Tina Charles,Sun,2025-08-25,28.0,13.0,3,1,1,0,0,6,12,0,0,1.0,2,False,away,0.5,0.23611111111111108,0.5
Bria Hartley,Sun,2025-08-25,33.0,3.0,4,4,1,0,2,1,6,0,3,1.0,2,False,away,0.16666666666666666,0.0,0.5
Marina Mabrey,Sun,2025-08-25,36.0,16.0,2,5,1,0,2,6,18,4,10,0.0,0,False,away,0.3333333333333333,0.4,0.8514384920634921
Saniya Rivers,Sun,2025-08-25,18.0,3.0,1,1,1,0,1,1,3,1,2,0.0,2,False,away,0.3333333333333333,0.5,0.0
Aaliyah Edwards,Sun,2025-08-25,15.0,2.0,4,2,0,0,1,0,2,0,0,2.0,2,False,away,0.0,0.0,1.0
Olivia Nelson-Ododa,Sun,2025-08-25,12.0,2.0,2,0,1,0,1,1,4,0,0,0.0,0,False,away,0.25,0.5,0.7160714285714285
Leila Lacan,Sun,2025-08-25,31.0,22.0,3,3,2,0,4,9,15,2,3,2.0,2,False,away,0.6,0.6666666666666666,1.0
Mamignan Toure,Sun,2025-08-25,3.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3059523809523809,0.3333333333333333,0.0
Haley Peters,Sun,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.2794642857142857,0.2021739130434783,0.7142857142857143
Rayah Marshall,Sun,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.2484848484848485,0.0,0.5625
Lindsay Allen,Sun,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.39544513457556935,0.14102564102564102,0.8645833333333334
Breanna Stewart,Liberty,2025-08-25,21.0,19.0,5,0,0,1,2,4,12,0,2,11.0,13,True,home,0.3333333333333333,0.0,0.8461538461538461
Kennedy Burke,Liberty,2025-08-25,30.0,14.0,2,2,0,0,1,5,9,3,4,1.0,2,True,home,0.5555555555555556,0.75,0.5
Leonie Fiebich,Liberty,2025-08-25,31.0,7.0,1,2,2,0,1,3,6,1,2,0.0,0,True,home,0.5,0.5,0.8733333333333334
Jonquel Jones,Liberty,2025-08-25,33.0,18.0,11,6,1,0,1,8,10,2,4,0.0,0,True,home,0.8,0.5,0.7677489177489178
Sabrina Ionescu,Liberty,2025-08-25,34.0,11.0,7,9,1,1,4,3,7,1,4,4.0,4,True,home,0.42857142857142855,0.25,1.0
Stephanie Talbot,Liberty,2025-08-25,7.0,0.0,1,2,0,0,0,0,0,0,0,0.0,0,True,home,0.3565873015873016,0.21180555555555555,0.6683333333333333
Emma Meesseman,Liberty,2025-08-25,21.0,10.0,2,1,0,1,2,5,9,0,0,0.0,0,True,home,0.5555555555555556,0.6309523809523808,0.7033730158730158
Rebekah Gardner,Liberty,2025-08-25,5.0,0.0,0,1,0,1,0,0,1,0,0,0.0,0,True,home,0.0,0.4666666666666667,0.8055555555555555
Marine Johannes,Liberty,2025-08-25,16.0,2.0,1,2,0,0,3,1,4,0,2,0.0,0,True,home,0.25,0.0,0.84375
Isabelle Harrison,Liberty,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.42045669384379053,0.19230769230769232,0.7352941176470589
Nyara Sabally,Liberty,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.4575892857142857,0.125,0.7404761904761905
Natasha Cloud,Liberty,2025-08-25,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.41932481511358516,0.33648947951273533,0.87
Natasha Howard,Fever,2025-08-24,24.0,10.0,8,3,0,0,1,4,6,0,0,2.0,2,False,away,0.6666666666666666,0.15,1.0
Aliyah Boston,Fever,2025-08-24,34.0,14.0,7,5,1,1,2,7,12,0,1,0.0,2,False,away,0.5833333333333334,0.0,0.0
Odyssey Sims,Fever,2025-08-24,20.0,3.0,0,2,1,0,1,1,5,1,3,0.0,0,False,away,0.2,0.3333333333333333,0.8219003219003219
Kelsey Mitchell,Fever,2025-08-24,33.0,26.0,1,2,0,1,2,7,12,2,3,10.0,11,False,away,0.5833333333333334,0.6666666666666666,0.9090909090909091
Lexie Hull,Fever,2025-08-24,33.0,6.0,1,4,2,0,1,2,10,2,6,0.0,0,False,away,0.2,0.3333333333333333,0.7499999999999999
Damiris Dantas,Fever,2025-08-24,7.0,0.0,2,1,1,0,1,0,3,0,1,0.0,0,False,away,0.0,0.0,0.8888888888888888
Brianna Turner,Fever,2025-08-24,13.0,2.0,1,0,0,1,0,1,3,0,1,0.0,0,False,away,0.3333333333333333,0.0,0.5833333333333334
Makayla Timpson,Fever,2025-08-24,2.0,2.0,0,0,0,0,0,1,1,0,0,0.0,0,False,away,1.0,0.0,0.6666666666666666
Shey Peddy,Fever,2025-08-24,18.0,16.0,0,1,0,0,1,6,7,3,3,1.0,1,False,away,0.8571428571428571,1.0,1.0
Aerial Powers,Fever,2025-08-24,18.0,5.0,5,3,0,0,3,2,6,0,0,1.0,1,False,away,0.3333333333333333,0.21999999999999997,1.0
Chloe Bibby,Fever,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.29819624819624824,0.37912087912087905,0.9333333333333332
Sydney Colson,Fever,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.310989010989011,0.23478260869565218,0.8888888888888888
Sophie Cunningham,Fever,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.4353558627752176,0.3923963133640553,0.8771929824561402
Aari McDonald,Fever,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.44086759801045516,0.2835714285714286,0.7999999999999999
Caitlin Clark,Fever,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,away,0.3615432079232984,0.25957375957375955,0.8181818181818182
Bridget Carleton,Lynx,2025-08-24,31.0,7.0,4,1,0,0,1,3,5,1,2,0.0,0,True,home,0.6,0.5,0.7678571428571429
Alanna Smith,Lynx,2025-08-24,24.0,8.0,3,2,1,0,4,3,7,0,1,2.0,2,True,home,0.42857142857142855,0.0,1.0
Napheesa Collier,Lynx,2025-08-24,31.0,32.0,9,2,2,0,3,11,16,2,3,8.0,9,True,home,0.6875,0.6666666666666666,0.8888888888888888
Kayla McBride,Lynx,2025-08-24,31.0,13.0,4,4,1,0,1,4,4,3,3,2.0,2,True,home,1.0,1.0,1.0
Courtney Williams,Lynx,2025-08-24,27.0,14.0,2,10,1,1,0,5,11,3,5,1.0,1,True,home,0.45454545454545453,0.6,1.0
Jessica Shepard,Lynx,2025-08-24,10.0,0.0,1,3,0,0,2,0,0,0,0,0.0,0,True,home,0.5995807279140613,0.0,0.5963464696223316
Maria Kliundikova,Lynx,2025-08-24,14.0,13.0,3,2,0,1,1,6,7,1,2,0.0,0,True,home,0.8571428571428571,0.5,0.5909090909090909
Camryn Taylor,Lynx,2025-08-24,1.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,home,0.08333333333333333,0.25,0.0
Anastasiia Olairi Kosu,Lynx,2025-08-24,1.0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,True,home,0.0,0.0,0.5555555555555555
Natisha Hiedeman,Lynx,2025-08-24,13.0,5.0,3,3,1,0,1,2,7,1,4,0.0,0,True,home,0.2857142857142857,0.25,0.7635714285714285
DiJonai Carrington,Lynx,2025-08-24,15.0,5.0,1,0,0,1,1,2,4,1,1,0.0,0,True,home,0.5,1.0,0.8
Jaylyn Sherrod,Lynx,2025-08-24,1.0,0.0,0,1,0,0,0,0,1,0,0,0.0,0,True,home,0.0,0.23809523809523808,0.7666666666666666
Janelle Salaun,Valkyries,2025-08-24,25.0,9.0,9,2,0,0,0,3,8,1,3,2.0,2,True,away,0.375,0.3333333333333333,1.0
Temi Fagbenle,Valkyries,2025-08-24,36.0,9.0,9,3,1,1,4,3,5,1,3,2.0,2,True,away,0.6,0.3333333333333333,1.0
Iliana Rupert,Valkyries,2025-08-24,36.0,17.0,6,2,0,1,0,5,12,5,9,2.0,2,True,away,0.4166666666666667,0.5555555555555556,1.0
Kaila Charles,Valkyries,2025-08-24,34.0,16.0,6,2,0,0,3,5,10,2,5,4.0,4,True,away,0.5,0.4,1.0
Veronica Burton,Valkyries,2025-08-24,39.0,25.0,5,13,0,4,3,7,17,3,10,8.0,8,True,away,0.4117647058823529,0.3,1.0
Laeticia Amihere,Valkyries,2025-08-24,7.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,True,away,0.5086580086580088,0.1346153846153846,0.7925925925925926
Kate Martin,Valkyries,2025-08-24,17.0,12.0,5,2,1,0,2,4,8,4,7,0.0,0,True,away,0.5,0.5714285714285714,0.7787301587301588
Kaitlyn Chen,Valkyries,2025-08-24,5.0,2.0,1,0,0,0,0,1,2,0,1,0.0,0,True,away,0.5,0.0,0.8666666666666667
Kayla Thornton,Valkyries,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3542430998952738,0.2602186460882113,0.8393483709273182
Cecilia Zandalasini,Valkyries,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3814557135985706,0.3678571428571428,0.7948717948717948
Maddy Siegrist,Wings,2025-08-24,36.0,16.0,5,1,3,1,0,5,12,1,4,5.0,5,False,home,0.4166666666666667,0.25,1.0
Luisa Geiselsoder,Wings,2025-08-24,19.0,3.0,4,0,2,0,1,1,5,1,4,0.0,0,False,home,0.2,0.25,0.7
Grace Berger,Wings,2025-08-24,27.0,11.0,3,4,0,1,0,4,9,1,4,2.0,3,False,home,0.4444444444444444,0.25,0.6666666666666666
Paige Bueckers,Wings,2025-08-24,34.0,9.0,1,9,1,0,1,3,12,1,3,2.0,2,False,home,0.25,0.3333333333333333,1.0
Haley Jones,Wings,2025-08-24,18.0,15.0,3,1,1,2,0,6,9,2,3,1.0,4,False,home,0.6666666666666666,0.6666666666666666,0.25
Myisha Hines-Allen,Wings,2025-08-24,29.0,15.0,8,1,0,0,1,7,14,1,4,0.0,0,False,home,0.5,0.25,0.7469135802469135
Amy Okonkwo,Wings,2025-08-24,17.0,12.0,3,2,1,0,0,5,8,2,3,0.0,0,False,home,0.625,0.6666666666666666,0.9583333333333334
Diamond Miller,Wings,2025-08-24,11.0,0.0,1,3,0,1,0,0,2,0,1,0.0,0,False,home,0.0,0.0,0.7247899159663865
Aziaha James,Wings,2025-08-24,9.0,0.0,2,0,0,0,0,0,4,0,2,0.0,0,False,home,0.0,0.0,0.6986842105263158
Nneka Ogwumike,Storm,2025-08-24,32.0,30.0,6,2,0,0,2,11,15,6,7,2.0,2,True,away,0.7333333333333333,0.8571428571428571,1.0
Gabby Williams,Storm,2025-08-24,32.0,10.0,2,3,5,1,2,3,12,1,4,3.0,4,True,away,0.25,0.25,0.75
Ezi Magbegor,Storm,2025-08-24,20.0,6.0,6,1,0,2,1,3,3,0,0,0.0,0,True,away,1.0,0.25,0.6270114942528736
Skylar Diggins,Storm,2025-08-24,34.0,10.0,2,11,2,0,1,4,11,1,4,1.0,2,True,away,0.36363636363636365,0.25,0.5
Brittney Sykes,Storm,2025-08-24,30.0,10.0,3,1,2,1,3,3,10,2,3,2.0,2,True,away,0.3,0.6666666666666666,1.0
Dominique Malonga,Storm,2025-08-24,28.0,17.0,10,1,3,1,1,8,17,0,0,1.0,2,True,away,0.47058823529411764,0.29411764705882354,0.5
Erica Wheeler,Storm,2025-08-24,17.0,1.0,2,4,0,0,0,0,5,0,3,1.0,1,True,away,0.0,0.0,1.0
Tiffany Mitchell,Storm,2025-08-24,7.0,0.0,0,0,0,0,1,0,1,0,0,0.0,0,True,away,0.0,0.35714285714285715,0.75
Katie Lou Samuelson,Storm,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.0,0.0,0.0
Mackenzie Holmes,Storm,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.6666666666666666,0.0,0.0
Lexie Brown,Storm,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.32941176470588235,0.2688888888888889,0.6666666666666666
Zia Cooke,Storm,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3546219983719984,0.38784461152882205,0.675
Alysha Clark,Mystics,2025-08-24,17.0,3.0,4,0,0,0,1,1,4,1,3,0.0,0,False,home,0.25,0.3333333333333333,0.7833333333333332
Shakira Austin,Mystics,2025-08-24,26.0,30.0,5,1,1,4,5,10,15,0,0,10.0,10,False,home,0.6666666666666666,0.15384615384615385,1.0
Kiki Iriafen,Mystics,2025-08-24,27.0,12.0,6,0,0,0,3,6,15,0,1,0.0,0,False,home,0.4,0.0,0.8001775271512114
Sug Sutton,Mystics,2025-08-24,35.0,8.0,3,9,0,0,3,3,7,2,2,0.0,0,False,home,0.42857142857142855,1.0,0.7850877192982456
Sonia Citron,Mystics,2025-08-24,36.0,14.0,6,1,4,0,5,6,12,0,1,2.0,2,False,home,0.5,0.0,1.0
Emily Engstler,Mystics,2025-08-24,9.0,0.0,1,0,1,0,0,0,0,0,0,0.0,0,False,home,0.38402494331065756,0.25260416666666663,0.6145833333333334
Stefanie Dolson,Mystics,2025-08-24,18.0,11.0,5,3,0,1,0,4,4,3,3,0.0,2,False,home,1.0,1.0,0.0
Lucy Olsen,Mystics,2025-08-24,3.0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,False,home,0.0,0.25092165898617513,0.8541666666666666
Jade Melbourne,Mystics,2025-08-24,30.0,4.0,4,5,0,0,2,0,1,0,1,4.0,4,False,home,0.0,0.0,1.0
Jacy Sheldon,Mystics,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.4868562472010748,0.3603448275862069,0.8454545454545456
Madison Scott,Mystics,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.4166666666666667,0.0,1.0
Georgia Amoore,Mystics,2025-08-24,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.0,0.0,0.0
Aneesah Morrow,Sun,2025-08-23,24.0,7.0,5,1,2,1,2,2,4,1,1,2.0,2,True,away,0.5,1.0,1.0
Tina Charles,Sun,2025-08-23,31.0,23.0,10,2,0,1,1,9,16,0,1,5.0,6,True,away,0.5625,0.0,0.8333333333333334
Bria Hartley,Sun,2025-08-23,32.0,23.0,2,4,0,0,3,8,9,3,3,4.0,6,True,away,0.8888888888888888,1.0,0.6666666666666666
Marina Mabrey,Sun,2025-08-23,37.0,20.0,4,8,2,0,2,7,17,2,9,4.0,4,True,away,0.4117647058823529,0.2222222222222222,1.0
Leila Lacan,Sun,2025-08-23,20.0,6.0,0,4,1,0,0,3,5,0,1,0.0,0,True,away,0.6,0.0,0.8333333333333333
Aaliyah Edwards,Sun,2025-08-23,16.0,0.0,3,1,1,2,0,0,1,0,0,0.0,0,True,away,0.0,0.0,0.6256666666666666
Olivia Nelson-Ododa,Sun,2025-08-23,8.0,0.0,1,0,0,0,0,0,2,0,0,0.0,0,True,away,0.0,0.5,0.7160714285714285
Saniya Rivers,Sun,2025-08-23,27.0,13.0,3,3,3,0,0,4,10,2,4,3.0,4,True,away,0.4,0.5,0.75
Mamignan Toure,Sun,2025-08-23,4.0,2.0,0,1,1,0,0,1,2,0,1,0.0,0,True,away,0.5,0.0,0.0
Haley Peters,Sun,2025-08-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.2794642857142857,0.2021739130434783,0.7142857142857143
Rayah Marshall,Sun,2025-08-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.2484848484848485,0.0,0.5625
Lindsay Allen,Sun,2025-08-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.39544513457556935,0.14102564102564102,0.8645833333333334
Michaela Onyenwere,Sky,2025-08-23,13.0,3.0,0,2,0,0,0,1,2,1,1,0.0,2,False,home,0.5,1.0,0.0
Angel Reese,Sky,2025-08-23,31.0,11.0,11,5,0,0,2,5,10,0,0,1.0,4,False,home,0.5,0.15555555555555553,0.25
Kamilla Cardoso,Sky,2025-08-23,34.0,18.0,7,5,0,0,6,7,14,0,0,4.0,6,False,home,0.5,0.5,0.6666666666666666
Rachel Banham,Sky,2025-08-23,23.0,8.0,0,3,0,0,2,2,6,2,4,2.0,2,False,home,0.3333333333333333,0.5,1.0
Ariel Atkins,Sky,2025-08-23,29.0,12.0,6,3,1,0,2,4,8,1,2,3.0,4,False,home,0.5,0.5,0.75
Elizabeth Williams,Sky,2025-08-23,15.0,4.0,1,1,1,1,0,2,4,0,0,0.0,0,False,home,0.5,0.0,0.6798076923076923
Rebecca Allen,Sky,2025-08-23,11.0,3.0,1,1,2,0,1,0,1,0,1,3.0,6,False,home,0.0,0.0,0.5
Kia Nurse,Sky,2025-08-23,18.0,19.0,2,0,0,0,0,6,10,5,9,2.0,2,False,home,0.6,0.5555555555555556,1.0
Hailey Van Lith,Sky,2025-08-23,4.0,0.0,1,2,0,0,1,0,0,0,0,0.0,0,False,home,0.29744005994005995,0.1568627450980392,0.7651515151515151
Sevgi Uzun,Sky,2025-08-23,22.0,6.0,3,3,0,0,3,3,6,0,2,0.0,0,False,home,0.5,0.0,0.6785714285714286
Maddy Westbeld,Sky,2025-08-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.3635783298826777,0.33666666666666667,0.8333333333333334
Courtney Vandersloot,Sky,2025-08-23,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,False,home,0.5079143079143079,0.3,0.8933333333333333
NaLyssa Smith,Aces,2025-08-23,19.0,8.0,2,2,0,0,1,4,5,0,0,0.0,0,True,away,0.8,0.24,0.5490514905149052
Kierstan Bell,Aces,2025-08-23,23.0,3.0,2,2,0,0,1,1,5,1,3,0.0,0,True,away,0.2,0.3333333333333333,0.75
A'ja Wilson,Aces,2025-08-23,33.0,36.0,13,1,2,2,3,14,22,1,2,7.0,8,True,away,0.6363636363636364,0.5,0.875
Chelsea Gray,Aces,2025-08-23,34.0,5.0,6,8,1,2,2,1,3,0,0,3.0,4,True,away,0.3333333333333333,0.36207043984821763,0.75
Jackie Young,Aces,2025-08-23,31.0,10.0,6,8,0,1,2,3,9,1,2,3.0,3,True,away,0.3333333333333333,0.5,1.0
Cheyenne Parker-Tyus,Aces,2025-08-23,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3714285714285714,0.4,0.8125
Kiah Stokes,Aces,2025-08-23,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,True,away,0.3108843537414966,0.14705882352941177,0.625
Megan Gustafson,Aces,2025-08-23,7.0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,True,away,0.0,0.32575757575757575,0.5166666666666667
Jewell Loyd,Aces,2025-08-23,27.0,8.0,2,3,3,0,1,3,9,2,7,0.0,0,True,away,0.3333333333333333,0.2857142857142857,0.8172222222222222
